,Toilet Name,Area,Location,Provider,Latitude,Longitiude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lanarkshire ,Lanark Public Convenience,Lanark,"Horsemarket, High Street",/,/,/,/,/,ML11 3ST,/,/,/,09.00 - 19.00,19.00 - 09.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,£0.20,/,28/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lanarkshire ,Larkhall Public Convenience,Larkhall,"King Street, Larkhall",/,/,/,/,/,ML9 1DP,/,/,/,09.00 - 18.00,18.00 - 09.00,Monday - Saturday,/,/,/,1,1,0,1,/,1,/,/,/,/,/,£0.20,/,28/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lanarkshire ,Stonehouse Public Convenience,Stonehouse,"King Street, Stonehouse",/,/,/,/,/,ML9 3EQ,/,/,/,09.00 - 18.00,18.00 - 09.00,Monday - Saturday,/,/,/,1,1,0,1,/,0,/,/,/,/,/,£0.20,/,28/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lanarkshire ,Rutherglen Public Convenience,Ruthergien,"King Street, Rutherglen",/,/,/,/,/,G73 2LS,/,/,/,09.00 - 18.00,18.00 - 09.00,Monday - Saturday,/,/,/,1,1,0,1,/,1,/,/,/,/,/,£0.20,/,28/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lanarkshire ,Strathaven Public Convenience,Strathaven,"Green Street, Strathaven",/,/,/,/,/,ML10 6LT,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,£0.20,/,28/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Top O Town Car Park Public Convience,Dorchester ,Top O Town Car Park,/,50.714995,-2.443036,/,/,DT1 2NG,/,/,/,/,/,/,05.30-20.45,05.30-20.30,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Tudor Arcade Public Convience,Dorchester ,Tudor Arcade,/,50.714097,-2.435660,/,/,DT1 1BN,/,/,/,/,/,/,05.45-19.30,05.20-20.00,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Trinity Street Car Park Public Public Convience,Dorchester ,Trinity Street,/,50.712668,-2.438151,/,/,DT1 1TT,/,/,1,/,/,/,06.00-19.50,05.40-19.30,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Maumbury Road Car Park Public Convience,Dorchester ,Maumbury Road,/,50.710409,-2.441006,/,/,DT1 1QW,/,/,/,/,/,/,6.15-19.15,06.00-19.00,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,South Walks House Council Office ,Dorchester ,South Walks House,/,50.712376,-2.435556,/,/,DT1 1EE,/,/,/,/,/,/,08.30-17.01,08.30-17.00,/,1,1,0,1,No,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Charmouth Road Car Park Public Convience,Lyme Regis,Charmouth Road,/,50.128905,-2.930721,/,/,DT7 3DP,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Broad Street Public Convience,Lyme Regis,Broad Street,/,50.724726,-2.933117,/,/,DT7 3QF,/,/,/,/,/,/,07.00-19.45,07.20-19.00,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Holmbush Car Park Public Convience,Lyme Regis,Holmbush Car Park,/,50.724328,-2.940429,/,/,DT7 3HX,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,"Victoria Pier, The Cobb ",Lyme Regis,Victoria Pier,/,50.719777,-2.936817,/,/,DT7 3JF,/,/,1,/,/,/,/,/,/,1,0,0,0,No,0,/,/,/,Urinals Only,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Cobb Arms Public Convience,Lyme Regis,/,/,50.721057,-2.938800,/,/,DT7 3JF,/,Adjacent to Cobb Arms,1,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Monmouth Beach Car Park Public Convience,Lyme Regis,Monmouth Beach,/,50.720537,-2.940003,/,/,DT7 3LE,/,/,/,/,/,/,07.45-19.30,24 Hour,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Lower Sea Lane Car Park Public Convience,Charmouth ,"St Andrews, Lower Sea Lane",/,50.737288,-2.901533,/,/,DT6 6LH,/,/,/,/,/,/,07.00-20.00,07.00-20.00,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Sea Front Public Convience,Charmouth ,Sea Front,/,50.733572,-2.902219,/,/,DT6 6LR,/,/,/,/,/,/,06.45-19.00,06.50-18.30,/,1,1,0,1,No,1,F,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Old Market Yard Car Park Public Convience,Sherborne,Hound Street,/,50.948618,-2.515108,/,/,DT9 3HR,/,/,1,/,/,/,07.30-19.31,07.30-19.30,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Culverhayes Car Park Public Convience,Sherborne,Culverhayes Car Par,/,50.945813,-2.512903,/,/,DT9 3NJ,/,/,/,/,/,/,06.30-19.01,06.30-19.00,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Digby Road Public Convience,Sherborne,Digby Road,/,50.945337,-2.515863,/,/,DT9 3NL,/,/,/,/,/,/,07.00-19.16,07.00-19.15,/,1,1,0,1,Yes,1,F,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,West Street Public Convience,Bridport,Tannery Road,/,50.733852,-2.762624,/,/,DT6 3TP,/,/,/,/,/,/,05.30-20.25,05.30-20.00,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,South Street Car Park Public Convience,Bridport,South Street,/,50.731539,-2.757392,/,/,DT6 3NY ,/,/,1,/,/,/,06.00-20.45,06.00-19.45,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,East Beach Public Convience,West Bay,East Beach ,/,50.710166,-2.761674,/,/,DT6 4EW,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,West Bay Road Public Convience,West Bay,West Bay,/,50.711560,-2.758460,/,/,DT6 4EL,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,The Mound Public Convience,West Bay,/,/,50.710786,-2.763984,/,/,DT6 4HE,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Public Convience,Osmington Mills,/,/,50.635102,-2.375774,/,/,DT3 6HF,/,Adjacent to Smugglers Inn Pub,1,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,West Bexington Car Park Public Convience,West Bexington ,/,/,50.676613,-2.665448,/,/,DT2 9DD,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Back Street Public Convience,Abbotsbury,Back Street,/,50.666616,-2.600100,/,/,DT3 4JP,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Fleet Street Public Convience,Beaminster ,Fleet Street,/,50.809300,-2.738515,/,/,DT8 3EF,/,/,/,/,/,/,07.30-19.00,07.30-19.00,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Common Lane Public Convience,Burton Bradstock,Common Lane,/,50.701086,-2.726706,/,/,DT6 4QF,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Seatown Public Convience,Seatown,/,/,50.722265,-2.823512,/,/,DT6 6JX,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dorset,Long Street Public Convience,Cerne Abbas,Long Street,/,50.808969,-2.475482,/,/,DT2 7JG,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,No Charge,/,06/05/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheltenham,/,/,Imperial Square,/,/,/,/,/,/,/,Side of Town Hall,/,/,/,/,Closes: 17.45,Closes: 15.30,/,1,1,0,1,Yes,/,/,/,/,/,/,/,/,21/05/2014,http://www.cheltenham.gov.uk/info/200089/street_care_and_cleaning/368/public_toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheltenham,/,/,Prittville Park,/,/,/,/,/,/,/,/,/,/,/,/,Closes: 19.15,Closes: 15.00,/,1,1,0,0,/,/,/,/,/,/,/,/,/,21/05/2014,http://www.cheltenham.gov.uk/info/200089/street_care_and_cleaning/368/public_toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheltenham,/,/,Royal Well Road,/,/,/,/,/,/,/,By rear of Municiple Offices,/,/,/,/,Closes: 19.00,Closes: 16.30,/,1,1,0,1,Yes ,/,/,/,/,/,/,/,/,21/05/2014,http://www.cheltenham.gov.uk/info/200089/street_care_and_cleaning/368/public_toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheltenham,/,/,Montpellier Garden,/,/,/,/,/,/,/,/,/,/,/,/,Closes: 19.00,Closes: 15.45,/,1,1,0,1,Yes,/,/,/,/,/,/,/,/,21/05/2014,http://www.cheltenham.gov.uk/info/200089/street_care_and_cleaning/368/public_toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheltenham,/,/,Bath Tertace Car Park,Bath Road Traders' Association,/,/,/,/,/,/,Off Bath Road,/,/,/,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/,/,/,21/05/2014,http://www.cheltenham.gov.uk/info/200089/street_care_and_cleaning/368/public_toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
