,Toilet Name,Area,Location,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,
South Holland,/,/,Vine Street Car Park,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Holland,/,/,"Bus Station, Winfrey Avenue",/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Holland,/,/,Ayscoughfee Gardens,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Holland,/,Donnington,Park Lane,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Holland,/,Long Sutton,West Street,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Holland,/,Crowland,West Street,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Holland,/,Holbeach,Church Street,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Holland,/,Sutton Bridge,Bridge Road,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,YES,/,/,/,/,/,/, / ,/,16/03/2014,http://www.sholland.gov.uk/services/service196.htm,
South Kesteven,/,Stamford,Red Lion Square,/,/,/,/,/,PE9 2AQ,/,/,/,/,/,/,/,/,24 hours with Radar Key,1,1,0,1,Yes,1,/,/,/,/,/, œ0.20 ,/,15/04/2014,FOI,
South Kesteven,/,Grantham,Abbey Gardens,/,/,/,/,/,NG31 6PZ,/,/,/,/,/,/,/,/,24 hours with Radar Key,1,1,0,1,Yes,1,/,/,/,/,/, œ0.20 ,/,15/04/2014,FOI,
South Kesteven,/,Bourne,"3 Abbey Road, Bourne Corn Exchange",/,/,/,/,/,PE10 9EF,/,/,/,/,/,/,/,/,24 hours with Radar Key,1,1,0,1,Yes,1,/,/,/,/,/, œ0.20 ,/,15/04/2014,FOI,
West Lindsey,/,Gainsborough,"Roseway Car Park,ÿ",/,/,/,/,/,/,/,/,/,/,/,/,/,/,"Monday, Tuesday, Wednesday, Thursday ÿ- 8.30am - 5pm / Fridayÿ-ÿ8.30am - 6.30pm / Saturday - 8.30am - 5.30pm / Sunday - 10am - 4.30pm",1,1,0,/,/,/,/,/,/,/,/, / ,/,16/03/2014,http://www.west-lindsey.gov.uk/visitors-/-leisure/getting-here-and-around/public-toilets/,
West Lindsey,/,Market Rasen,"John Street, ",/,/,/,/,/,LN8 3,/,/,/,08.00 - 19.00,19.00 - 08.00,/,/,/,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,16/03/2014,http://www.west-lindsey.gov.uk/visitors-/-leisure/getting-here-and-around/public-toilets/,
West Lindsey,/,Caistor,Caistor Town Hall,/,/,/,/,/,/,/,/,/,/,/,/,08.00 - 20.00,08.00 - 17.30,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,16/03/2014,http://www.west-lindsey.gov.uk/visitors-/-leisure/getting-here-and-around/public-toilets/,
Corby,/,Corby,Shire Lodge Cemetery,/,/,/,/,/,NN17 2AE,/,/,/,/,/,/,09.00 - 18.00,09.00 - 16.30,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,04/04/2014,FOI,
Corby,/,Corby,Corby Library,/,/,/,/,/,NN17 1QG,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,,1,No,1,Unisex,/,/,/,/, No Charge ,/,04/04/2014,FOI,
Corby,/,Corby,East Carlton Park,/,/,/,/,/,LE16 8YF,/,/,/,/,/,/,09.30 - 16.45,09.30 - 15.45,/,1,1,0,1,/,1,F,/,/,/,/, No Charge ,/,04/04/2014,FOI,
Corby,/,Corby,Boating Lake,/,/,/,/,/,NN17 2UN,/,/,/,08.00 - 16.00,16.00 - 08.00,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,04/04/2014,FOI,
Daventry,/,Daventry,New Street,/,/,/,/,/,NN11 4BS,/,/,/,07.30 - 17.00 ,17.00 - 07.30,Monday - Friday,/,/,Saturday: 08.00 - 17.00 / Sunday 09.00 - 16.00,1,1,0,1,Yes,1,Key available from shop mobility,/,/,/,/, No Charge ,/,20/03/2014,FOI,
Daventry,/,Daventry,"Welton Road Cemetery, Welton Road",/,/,/,/,/,NN11 0PP ,/,/,/,07.00 - Dusk,Dusk - 07.00,/,/,/,/,0,0,0,1,No,0,/,/,/,/,/, No Charge ,/,20/03/2014,FOI,
Daventry,/,Daventry,"Daventry Country Park, Northern Way",/,/,/,/,/,NN11 2JB,/,/,/,/,/,/,/,/,Open Daily till 16.30,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,20/03/2014,FOI,
Daventry,/,Daventry,"Council Offices Public Toilet - Daventry District Council, Lodge Road",/,/,/,/,/,NN11 4FP,/,/,/,08.30 - 17.00,17.00 - 08.30,Monday - Thursday,/,/,Friday: 08.30 - 16.30,1,1,0,0,/,1,/,/,/,/,/, No Charge ,/,20/03/2014,FOI,
East Northamptonshire,/, Rushden,"Duck Street,",/,/,/,/,/,,/,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,16/03/2014,http://www.east-northamptonshire.gov.uk/site/scripts/services_info.aspx?serviceID=317,
East Northamptonshire,/, Rushden,"Newton Road,",/,/,/,/,/,,/,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,16/03/2014,http://www.east-northamptonshire.gov.uk/site/scripts/services_info.aspx?serviceID=317,
East Northamptonshire,/, Higham Ferrers,"Wharf Road,",/,/,/,/,/,,/,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,16/03/2014,http://www.east-northamptonshire.gov.uk/site/scripts/services_info.aspx?serviceID=317,
East Northamptonshire,/, Raunds,"The Square,",/,/,/,/,/,,/,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,16/03/2014,http://www.east-northamptonshire.gov.uk/site/scripts/services_info.aspx?serviceID=317,
East Northamptonshire,/,Irthlingborough,"Church Street Carpark, ",/,/,/,/,/,,/,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,16/03/2014,http://www.east-northamptonshire.gov.uk/site/scripts/services_info.aspx?serviceID=317,
East Northamptonshire,/,Thrapston,Sackville Street Carpark,/,/,/,/,/,,/,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,16/03/2014,http://www.east-northamptonshire.gov.uk/site/scripts/services_info.aspx?serviceID=317,
East Northamptonshire,/, Oundle,"St Osyth's Lane Carpark,",/,/,/,/,/,,/,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,16/03/2014,http://www.east-northamptonshire.gov.uk/site/scripts/services_info.aspx?serviceID=317,
Kettering,/,Kettering,"Earl of Dalkeith, 13-15 Dalkeith Place",/,/,/,/,/,NN16 0BS,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,01/04/2014,,
Kettering,/,Kettering,"Kettering Library, Sheep Street",/,/,/,/,/,NN16 0AY,/,/,/,/,/,/,/,/,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,01/04/2014,,
Kettering,/,Kettering,"Morrisons, Lower Street",/,/,/,/,/,NN16 8TB,/,/,/,/,/,/,/,/,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,01/04/2014,,
Kettering,/,Kettering,"Sainsbury's, 1-3 Rockingham Road",/,/,/,/,/,NN16 8JY,/,/,/,/,/,/,/,/,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,01/04/2014,,
Kettering,/,Kettering,"Kettering Borough Council, Municipal Offices, Bowling Green Road",/,/,/,/,/,NN15 7QX,/,/,/,/,/,/,/,/,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,01/04/2014,,
Kettering,/,Kettering,"McDonalds, 39 High Street, Northampton",/,/,/,/,/,NN16 8SU,/,/,/,/,/,/,/,/,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,01/04/2014,,
Kettering,/,Kettering,"Newlands Shopping Centre, Gold Street",/,/,/,/,/,NN16 8JA,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, œ0.20 ,/,01/04/2014,,
Northampton,/,/,The Guildhall,/,/,/,/,/,/,/,/,/,/,/,/,Monday - Friday: 09.00 - 17.00,/,/,1,1,0,/,/,/,/,No,/,/,/, / ,/,10/04/2014,FOI,
Northampton,/,/,Abbey Street,/,/,/,/,/,/,/,/,/,07.30 - 15.30,15.30 - 07.30,/,/,/,/,1,1,0,/,/,/,/,No,/,/,/, / ,/,10/04/2014,FOI,
Northampton,/,/,Abington Park Lower Changing Rooms,/,/,/,/,/,/,/,/,/,07.30 - 15.30,15.30 - 07.30,/,Sunday: 07.30 - 20.00,/,/,1,1,0,/,/,/,/,No,/,/,/, / ,/,10/04/2014,FOI,
Northampton,/,/,Abington Park Bowling Green,/,/,/,/,/,/,/,/,/,07.30 - 15.30,15.30 - 07.30,/,Sunday: 07.30 - 20.00,/,/,1,1,0,/,/,/,/,No,/,/,/, / ,/,10/04/2014,FOI,
Northampton,/,/,North Gate Bus Station,/,/,/,/,/,NN1 3BZ,/,/,/,05.00 - 00.00,00.00 - 05.00,Monday - Saturday,/,/,Sunday: 08.00 - 00.00,1,1,0,1,Yes,1,Unisex,No,/,/,/, œ0.20 ,/,10/04/2014,FOI,
South Northamptonshire,/,Brackley,Market Place,/,,,/,/,,/,/,/,/,/,/,/,/,Winter Opening times (November to February) - Monday to Saturday 07:00 to 18:00/Sunday 08:00 to 17:00. Summer Opening times (March to October) - Monday to Saturday 07:00 to 20:00/Sunday 08:00 to 20:00ÿÿÿ,1,1,0,1,/,1,/,/,/,/,, / ,/,16/03/2014,http://www.southnorthants.gov.uk/highwayproblems.htm,
Wellingborough,/,Finedon,Wellingborough Road,/,/,/,/,/,NN9 5JT,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,09/04/2014,FOI,
Wellingborough,/,Wellingborough,Market Square,/,/,/,/,/, NN8 1AS,/,/,/,09.00 - 17.00,17.00 - 09.00,/,/,/,/,1,1,0,1,Yes,1,/,Yes,/,/,/, / ,/,09/04/2014,FOI,
Wellingborough,/,Wellingborough,Multi Storey Car Park,/,/,/,/,/, NN8 1XB,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,1,/,1,M/F,Yes,/,/,/, / ,/,09/04/2014,FOI,
Wellingborough,/,Wellingborough,Swanspool Gardens ,/,/,/,/,/,NN8 1BP,/,/,/,09.00 - 17.00,17.00 - 09.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,09/04/2014,FOI,
Wellingborough,/,Wellingborough,The Embankment ,/,/,/,/,/,NN8 1LD ,/,/,/,08.00 - 15.00,15.00 - 08.00,/,/,/,/,1,1,0,1,Yes,/,/,/,/,/,/, / ,/,09/04/2014,FOI,
Wellingborough,/,Wellingborough,Bassetts Close park   ,/,/,/,/,/,NN8 3HD,/,/,/,/,/,/,/,/,Open on request for events.,1,1,0,0,/,0,/,/,/,/,/, / ,/,09/04/2014,FOI,
Ashfield,Kirkby Public Toilets,Kirkby-in-Ashfield,Station Street,/,356024,450650,/,/,NG17 7AN,SK5065056024,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,0,0,1,1,Yes,1,/,/,/,Sharps Disposal,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Huthwaite Public Toilets,Huthwaite,Columbia Street,/,359207,446926,/,/,NG17 2JD,SK4692659207,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,0,0,1,1,Yes,1,/,/,/,Sharps Disposal,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Hucknall Public Toilets,Hucknall,Market Place ,/,349414,453369,/,/,NG15 7FS,SK5336949414,/,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,0,0,1,1,Yes,1,/,/,/,Sharps Disposal,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Kingsway Park Cafe,Kirkby in Ashfield,Hodgkinson Road,/,/,/,/,/,NG17 7DJ,/,/,/,09.00 - 15.00,15.00 - 09.00,/,/,/,/,0,0,1,1,Yes,0,/,/,/,/,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Portland Park Cafe,Kirkby in Ashfield,Lindley's Lane,/,/,/,/,/,NG17 9AL,/,/,/,10.00 - 15.00,15.00 - 10.00,/,/,/,/,0,0,1,1,Yes,0,/,/,/,/,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Selston Par 3 Golf Course,Selston,Alfreton Road,/,/,/,/,/,NG16 6DL,/,/,/,10.00 - 17.00,17.00 - 10.00,/,/,/,/,0,0,1,,Yes,0,/,/,/,/,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Brierley Forest Park Visitor Centre,Huthwaite,Skegby Road,/,/,/,/,/,NG17 2PL,/,/,/,11.00 - 16.00,16.00 - 11.00,/,/,/,/,0,0,1,1,Yes,0,/,/,/,/,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Sutton Lawn Park Cafe ,Sutton in Ashfield,Station Road,/,358677,450150,/,/,NG17 5FU,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,0,0,1,1,Yes,0,/,/,/,/,/, No Charge ,/,16/04/2014,FOI,
Ashfield,Hucknall Titchfield Park Cafe,Hucknall,Park Drive,/,/,/,/,/,NG15 7LU,/,/,/,10.00 - 14.00,14.00 -10.00,/,/,/,/,0,0,1,1,Yes,0,/,/,/,/,/, No Charge ,/,16/04/2014,FOI,
Bassetlaw,/,Worksop,73 Bridge Street,/,/,/,/,/,/,/,/,/,08.00 - 17.00,17.00 - 08.00,/,/,/,Sundays 10.00 - 16.00,1,1,0,/,/,/,/,/,/,/,, / ,/,16/03/2014,http://www.bassetlaw.gov.uk/environment/street_care_and_cleaning.aspx#PublicToilets,
Bassetlaw,/,Retford,Chancery Lane,/,/,/,/,/,DN22 6EU,/,/,/,08.00 - 17.00,17.00 - 08.00,/,/,/,Sundays 10.00 - 16.00,1,1,0,/,/,/,/,/,/,/,, / ,/,16/03/2014,http://www.bassetlaw.gov.uk/environment/street_care_and_cleaning.aspx#PublicToilets,
Bassetlaw,/,Retford,Chapelgate Car Park,/,/,/,/,/,DN22 6PJ,/,/,/,08.00 - 17.00,17.00 - 08.00,/,/,/,/,1,1,0,/,/,/,/,/,/,/,, / ,/,16/03/2014,http://www.bassetlaw.gov.uk/environment/street_care_and_cleaning.aspx#PublicToilets,
Bassetlaw,/,Church Laneham,Within the Village,/,/,/,/,/,,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,/,/,/,/,/,/,/,, / ,/,16/03/2014,http://www.bassetlaw.gov.uk/environment/street_care_and_cleaning.aspx#PublicToilets,
Broxtowe,/,Beeston,Bus Station,/,/,/,/,/,,/,/,/,08.00 - 16.30,16.30 - 08.00,Monday - Friday,/,/,Saturday 08.00 - 16.45,1,1,0,1,Yes,1,/,Yes,/,/,, / ,/,16/04/2014,http://www.broxtowe.gov.uk/index.aspx?articleid=971,
Broxtowe,/,/,Broadgate,/,/,/,/,/,,/,/,/,08.00 - 16.30,16.30 - 08.00,Monday - Friday,/,/,Saturday 08.00 - 16.45,0,1,1,1,/,1,/,Yes,/,/,, / ,/,16/04/2014,http://www.broxtowe.gov.uk/index.aspx?articleid=971,
Broxtowe,/,Eastwood,Nottingham Road,/,/,/,/,/,,/,/,/,08.00 - 16.30,16.30 - 08.00,Monday - Friday,/,/,Saturday 08.00 - 16.45,1,1,0,1,Yes,1,/,Yes,/,/,, / ,/,16/04/2014,http://www.broxtowe.gov.uk/index.aspx?articleid=971,
Broxtowe,/,Stapleford,The Roach,/,/,/,/,/,,/,/,/,08.00 - 16.30,16.30 - 08.00,Monday - Saturday,/,/,/,1,1,0,1,Yes,0,/,Yes,/,/,, / ,/,16/04/2014,http://www.broxtowe.gov.uk/index.aspx?articleid=971,
Broxtowe,/,Kimberley,Eastwood Road,/,/,/,/,/,,/,/,/,08.00 - 16.30,16.30 - 08.00,Monday - Saturday,/,/,/,1,1,0,1,Yes,0,/,No,/,/,, / ,/,16/04/2014,http://www.broxtowe.gov.uk/index.aspx?articleid=971,
Gedling,/,Arnold,Wood Street,/,/,/,/,/,,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,/,/,/,/,/,/,Yes, œ-   ,/,16/04/2014,http://www.gedling.gov.uk/community/publictoilets/,
Gedling,/,Arnold,Arnot Hill Park,/,/,/,/,/,,/,/,/,09.00 - 15.00,15.00 - 09.00,/,/,/,/,1,1,0,1,/,/,/,/,/,/,Yes, œ-   ,/,16/04/2014,http://www.gedling.gov.uk/community/publictoilets/,
Gedling,/,Carlton,Cavendish Road,/,/,/,/,/,,/,/,/,08.00 - Dusk,Dusk - 08.00,/,/,/,/,1,1,0,1,/,/,/,/,/,/,Yes, œ-   ,/,16/04/2014,http://www.gedling.gov.uk/community/publictoilets/,
Gedling,/,Burntstump Hill,Burntstump Park,/,/,/,/,/,,/,/,/,08.00 - 17.00,17.00 - 08.00,/,/,/,/,1,1,0,1,/,/,/,/,/,/,Yes, œ-   ,/,16/04/2014,http://www.gedling.gov.uk/community/publictoilets/,
Gedling,/,Carlton,Carlton Cemetry,/,/,/,/,/,,/,/,/,/,/,/,08.00 - 18.00 Summer,08.00 - 16.00 Winter,/,1,1,0,1,/,/,/,/,/,/,Yes, œ-   ,/,16/04/2014,http://www.gedling.gov.uk/community/publictoilets/,
Mansfield,/,Mansfield Woodhouse,"Rose Lane, ",/,/,/,/,/,,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,16/04/2014,http://www.mansfield.gov.uk/index.aspx?articleid=1420,
Mansfield,/,Warsop,High Street,/,/,/,/,/,,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,16/04/2014,http://www.mansfield.gov.uk/index.aspx?articleid=1420,
Mansfield,/,"Four Seasons Shopping Centre,",Mansfield Town Centre,/,/,/,/,/,,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, There is a charge for this facility ,/,16/04/2014,http://www.mansfield.gov.uk/index.aspx?articleid=1420,
Mansfield,/,Mansfield Town Centre,"Bus Station, Walkden Street,ÿ",/,/,/,/,/,,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, / ,/,16/04/2014,http://www.mansfield.gov.uk/index.aspx?articleid=1420,
Mansfield,/,Exchange Row,Old Town Hall,/,/,/,/,/,,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, There is a charge for this facility ,/,16/04/2014,http://www.mansfield.gov.uk/index.aspx?articleid=1420,
Newark and Sherwood,/,Bilsthorpe, Mickledale Laneÿ,/,/,/,/,/,NG22 8RB,/,/,/,/,/,/,/,/,/,1,1,0,1,/,,,,,/,,,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,Edwinstoweÿ,/,/,/,/,/,/,NG21 9NJ,/,/,/,/,/,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/,  /  ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,Farndonÿ,/,/,/,/,/,/,NG24 3SX,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,  /  ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,Laxtonÿ,/,/,/,/,/,/,NG22 0SX,/,/,/,/,/,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/,  /  ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,Lowdham,/,/,/,/,/,/,NG14 7DQ,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,  /  ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,"Newark, ",St Mark's Place,/,/,/,/,/,NG24 1XT,/,under the NCP car park overhang,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,Yes,/,/,/, œ0.20 ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,/,Newark Castle Grounds,/,/,/,/,/,NG24 1BG,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/, / ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,Newark,"Sconce and Devon Park, Boundary Road",/,/,/,/,/,NG24 4QN,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,Newark, London Roadÿ,/,/,/,/,/,NG24 1UW,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,Newark,Tolney Lane,/,/,/,/,/,NG24 1BZ,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,/,Southwell Chirch St Car Park,/,/,/,/,/,NG25 0HQ,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Newark and Sherwood,/,/,Vicar Water County Park visitor Centre,/,/,/,/,/,NG21 9AA,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,01636 650000,16/04/2014,http://www.newark-sherwooddc.gov.uk/toilets/,
Rushcliffe,/,Bingham,Eaton Place,/,/,/,/,/,/,/,/,/,08.00 - 17.30,17.30 - 08.00,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, / ,0115 981 9911,16/04/2014,http://www.rushcliffe.gov.uk/transportandstreets/publictoilets/,
Rushcliffe,/,West Bridgford,Bridgford Park,/,/,/,/,/,/,/,/,/,07.00 - Dusk,Dusk - 07.00,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, / ,0115 981 9911,16/04/2014,http://www.rushcliffe.gov.uk/transportandstreets/publictoilets/,
Rushcliffe,/,West Bridgford,West Park,/,/,/,/,/,/,/,/,/,07.30 - Dusk,Dusk - 07.30,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, / ,0115 981 9911,16/04/2014,http://www.rushcliffe.gov.uk/transportandstreets/publictoilets/,
Rushcliffe,/,Ruddington,Rushcliffe Country Park,/,/,/,/,/,/,/,/,/,Park opening times,,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, / ,0115 981 9911,16/04/2014,http://www.rushcliffe.gov.uk/transportandstreets/publictoilets/,
Herefordshire,/,Hereford,Castle Green,/,-2.713221,52.052801,/,/,/,/,Off Mill Street,/,07.30 - 17.00,17.00 - 07.30,/,/,/,/,1,1,0,1,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"Gaol Street Car Park, Gaol Street",/,-2.711826,52.055809,/,/,/,/,/,/,07.45 - 17.00,17.00 - 07.45,/,/,/,/,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,Union Walk,/,-2.709627,52.057936,/,/,/,/,Off Commercial Road across from bus station,/,07.30 - 18.00,18.00 - 07.30,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"KFC, Commercial Road",/,-2.706301,52.059478,/,/, HR1 2BB,/,/,/,/,/,/,/,/,Resturant opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford ,"The Black Lion, 31 Bridge Street",/,-2.718883,52.053434,/,/,HR4 9DG,/,/,/,/,/,/,/,/,Pub opening times only,1,1,0,0,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"The Coffee Cup, 78 Widemarsh Street ",/,-2.715023,52.059147,/,/,HR4 9HG,/,/,/,/,/,/,/,/,Coffee shop opening times only,1,1,0,0,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"The Courtyard Theatre, Penhaligon Way",/,-2.718789,52.060925,/,/,HR4 9JR,/,/,/,/,/,/,/,/,Theatre opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"The Horse and Groom, 140 Eign Street",/,-2.722354,52.05699,/,/,HR4 0AP,/,/,/,/,/,/,/,/,Pub opening times only,1,1,0,0,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"The Grapes, Church Street,",/,-2.716163,52.055992,/,/,HR1 2LW,/,/,/,/,/,/,/,/,Pub opening times only,1,1,0,0,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"Hereford Leisure Centre, 37-39 Holmer Road,",/,-2.722807,52.069957,/,/,HR4 9UD,/,/,/,/,/,/,/,/,Leisure centre opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
