,Toilet Name,Area,Location,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,
Stockport,/,"Bramhall Library, Community Toilet Scheme","Bramhall Lane South, Stockport,",CTS,/,/,/,/,SK7 2DU,/,/,/,/,/,/,/,/,"Monday 10:00 to 17:00 Tuesday, Thursday & Friday 09:00 to 20:00 Saturday 09:00 to 16:00",1,1,0,1,/,/,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Napa Lounge, Bar and Diner, Community Toilet Scheme","9-11 Bramhall Lane South, Bramhall, Stockport,",CTS,/,/,/,/,SK7 1AL,/,/,/,/,/,/,/,/,Monday to Thursday 10:00 to 23:00 Friday to Saturday 10:00 to 1:00 Sunday 10:00 to 22:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Bramhall Park,"Bramhall Park Road, Bramhall, Stockport,",CTS,/,/,/,/,SK7 3NX,/,/,/,09.00 - 16.30,16.30 - 09.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Jackson_s Supper Bar, Community Toilet Scheme","5 Ashfield Road, Cheadle, Stockport,",CTS,/,/,/,/,SK8 1BB,/,/,/,/,/,/,/,/,Monday to Saturday 11:30 to 14:00 &17:00 to 22:00 Sunday 17:00 to 22:00,1,1,0,0,/,/,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"The Star Inn, Community Toilet Scheme","13 High Street, Cheadle, Stockport,",CTS,/,/,/,/,SK8 1AX,/,/,/,11.00 - 23.00,23.00 - 11.00,/,/,/,/,1,1,0,0,/,/,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Cheadle Library, Community Toilet Scheme","Ashfield Road, Cheadle, Stockport,",CTS,/,/,/,/,SK8 1BB,/,/,/,/,/,/,/,/,Monday 10:00 to 17:00 Tuesday & Thursday 09:00 to 20:00 Friday 09:00 to 17:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Bruntwood Park,"Bruntwood Lane, Cheadle, Stockport,",CTS,/,/,/,/,SK8 1HX,/,/,/,09.00 - 16.30,16.30 - 09.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Cheadle Hulme Library, Community Toilet Scheme","Mellor Road, Cheadle Hulme, Stockport,",CTS,/,/,/,/,SK8 5AU,/,/,/,/,/,/,/,/,Monday 10:00 to 20:00 Tuesday & Thursday 09:00 to 20:00 Friday 09:00 to 17:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Waitrose, Community Toilet Scheme","Station Road, Cheadle Hulme, Stockport,",CTS,/,/,/,/,SK8 7AE,/,/,/,08.30 - 20.00,20.00 - 08.30,Monday - Saturday,/,/,Sundays 10.00 to 16.00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Start Point Cafe, Community Toilet Scheme","4 Woodley Precinct, Woodley, Stockport,",CTS,/,/,/,/,SK6 1RJ,/,/,/,09.00 - 16.30,16.30 - 09.00,Monday - Saturday,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Navigation Pub,"134 Hyde Road, Woodley, Stockport,",CTS,/,/,/,/,SK6 1NL,/,/,/,/,/,/,/,/,Monday to Friday 16:00 to 23:00 Saturday 12:30 to 23:00 Sunday 12:00 to 22:30,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Bredbury Library, Community Toilet Scheme","George Lane, Bredbury, Stockport,",CTS,/,/,/,/,SK6 1DJ,/,/,/,/,/,/,/,/,Monday 10:00 to 20:00 Tuesday & Friday 09:00 to 17:00 Wednesday 09:00 to 20:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Bredbury Public Conveniences,"Sidebotham Street, Bredbury Stockport",CTS,/,/,/,/,/,/,/,/,/,/,/,/,/,Our aim is to open public conveniences before 07:30 and close between 17:00 and 19:00 Monday to Saturday.,1,1,0,0,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"The Royal Oak, Community Toilet Scheme","124 Castle Street, Edgeley, Stockport",CTS,/,/,/,/,SK3 9AL,/,/,/,11.00 - 00.00,00.00 - 11.00,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"The Jolly Crofter, Community Toilet Scheme","15 Castle Street, Edgeley, Stockport",CTS,/,/,/,/,SK3 9AB,/,/,/,13.00 - 23.00,23.00 - 13.00,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Alexandra Park, Community Toilet Scheme","Edgeley Road, Edgeley, Stockport",CTS,/,/,/,/,SK1 3XE,/,/,/,09.00 - 16.00,16.00 - 09.00,Monday - Friday,/,/,/,1,1,0,1,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Edgeley Library, Community Toilet Scheme","Edgeley Road, Edgeley, Stockport,",CTS,/,/,/,/,SK3 9NB,/,/,/,/,/,/,/,/,Monday 10:00 to 20:00 Tuesday & Friday 09:00 to 17:00 Wednesday 09:00 to 20:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Cale Green Park,"Heath Road, Cale Green, Stockport,",CTS,/,/,/,/,SK2 6JN,/,/,/,09.00 - 16.00,16.00 - 09.00,Monday - Friday,/,/,/,1,1,0,1,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Reddish Library, Community Toilet Scheme","Gorton Road, Reddish, Stockport,",CTS,/,/,/,/,SK5 6UG,/,/,/,/,/,/,/,/,Monday 10:00 to 20:00 Tuesday & Friday 09:00 to 17:00 Wednesday 09:00 to 20:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Johnny's Diner, Community Toilet Scheme","30 Gorton Road, Reddish, Stockport",CTS,/,/,/,/,SK5 6AE,/,/,/,07.00 - 17.00,17.00 - 07.00,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"The Corner Cafe, Community Toilet Scheme","Broadstone Road, Reddish, Stockport",CTS,/,/,/,/,/,/,/,/,07.30 - 15.00,15.00 -07.30,Monday - Friday,/,/,Saturday 07.30 - 14.00,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Sykes Caf‚,"76 Gorton Road, Reddish, Stockport,",CTS,/,/,/,/,SK5 6AH,/,/,/,09.00 - 16.00,16.00 - 09.00,Tuesday - Saturday,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Reddish Vale Country Park,"Reddish Vale Road, Reddish, Stockport,",CTS,/,/,/,/,SK5 7HE,/,/,/,09.00 - 16.30,16.30 - 09.00,Monday - Sunday,/,/,/,1,1,0,1,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Hewitts of Romiley,"37 Compstall Road, Romiley, Stockport,",CTS,/,/,/,/,SK6 4BT,/,/,/,/,/,/,/,/,"Monday to Wednesday 09:00 to 17:00 Thursday, Friday, Saturday 09:00 to 18:00 Sunday 10:00 to 14:00",1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Romiley Arms,"Stockport Road, Romiley, Stockport,",CTS,/,/,/,/,SK6 4BN,/,/,/,/,/,/,/,/,Sunday to Thursday 11:00 to 23:00 Friday and Saturday 11:00 to 24:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Etherow Country Park visitor centre,"Etherow Park, George Street, Compstall, Romiley, Stockport,",CTS,/,/,/,/,SK6 5JD,/,/,/,09.00 - 16.30,16.30 - 09.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Chadkirk Country Estate car park,"Chadkirk Country Estate, Vale Road, off Otterspool Road, Romiley, Stockport.",CTS,/,/,/,/,/,/,/,/,09.00 - 16.30,16.30 - 09.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Brinnington Library, Community Toilet Scheme","First House 367 Brinnington Road, Brinnington, Stockport,",CTS,/,/,/,/,SK5 8EN,/,/,/,/,/,/,/,/,Monday 08:30 to 17:00 Tuesday & Thursday 08:30 to 19:00 Wednesday & Friday 08:30 to 17:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Great Moor Library, Community Toilet Scheme","Gladstone Street, Great Moor, Stockport,",CTS,/,/,/,/,SK2 7QF,/,/,/,/,/,/,/,/,Monday 10:00 to 20:00 Tuesday & Friday 09:00 to 17:00 Wednesday 09:00 to 20:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Hazel Grove Library, Community Toilet Scheme","Beech Avenue, Hazel Grove, Stockport,",CTS,/,/,/,/,SK7 4QP,/,/,/,/,/,/,/,/,Monday 10:00 to 20:00 Tuesday & Thursday 09:00 to 20:00 Wednesday 09:00 to 13:00 Friday 09:00 to 17:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Huffy's,"251 London Road, Hazel Grove, Stockport,",CTS,/,/,/,/,SK7 4PL,/,/,/,11.00 - 23.30,23.30 - 11.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Crumbs,"109 London Road, Hazel Grove, Stockport,",CTS,/,/,/,/,SK7 4HH,/,/,/,08.00 - 15.00,15.00 -08.00,/,/,/,Saturday 09.00 - 15.00,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Browns Bistro,"281 London Road, Hazel Grove, Stockport,",CTS,/,/,/,/,SK7 4PS,/,/,/,/,/,/,/,/,Wednesday to Thursday 11:30 to 23:00 Friday to Saturday 11:30 to 1:00 Sunday 12:00 to 23:00,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Torkington Park,"Torkington Road, Hazel Grove, Stockport,",CTS,/,/,/,/,SK7 4RQ,/,/,/,09.00 - 16.00,16.00 - 09.00,Monday - Friday,/,/,/,1,1,0,1,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Heald Green Library, Community Toilet Scheme","Finney Lane, Heald Green, Stockport,",CTS,/,/,/,/,SK8 3JB,/,/,/,/,/,/,/,/,Monday 10:00 to 17:00 Tuesday & Thursday 09:00 to 20:00 Friday 09:00 to 17:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Caf‚ Unity,"228 Finney Lane, Heald Green, Stockport,",CTS,/,/,/,/,SK8 3QA,/,/,/,/,/,/,/,/,Monday to Saturday 09:30 to 16:00 Sunday 10:00 to 13:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"The Heatons Library, Community Toilet Scheme","Thornfield Road, Heaton Moor, Stockport,",CTS,/,/,/,/,SK4 3LD,/,/,/,/,/,/,/,/,"Monday 10:00 to 17:00 Tuesday, Wednesday & Friday 09:00 to 20:00 Saturday 09:00 to 16:00",1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"High Lane Library, Community Toilet Scheme","Buxton Road, High Lane, Stockport,",CTS,/,/,/,/,SK6 8DX,/,/,/,/,/,/,/,/,Monday & Friday 14:00 to 17:00 Tuesday & Thursday 14:00 to 17:00 & 18:00 to 20:00 Saturday 09:00 to 16:00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Costa Coffee,"Unit 1, The Hollins, Stockport Road, Marple, SK6 6AY",CTS,/,/,/,/,/,/,/,/,07.00 - 19.00,19.00 - 07.00,Monday - Friday,/,/,Saturday and Sunday 08.00 - 18.00,1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Memorial Park Public Convenience,"Memorial Park, Marple Stockport",CTS,/,/,/,/,/,/,/,/,09.00 - 16.30,16.30 - 09.00,/,/,/,Subject to staffing,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,"Marple Library, Community Toilet Scheme","Memorial Park, Marple Stockport",CTS,/,/,/,/,/,/,/,/,/,/,/,/,/,"Monday 10:00 to 20:00 Tuesday & Friday 09:00 to 20:00, Wednesday 09:00 to 13:00 Thursday 09:00 to 17:00",1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Marple Tavern,"120 Cross Lane, Marple, Stockport,",CTS,/,/,/,/,SK4 4PL,/,/,/,/,/,/,/,/,"Monday to Thursday(May to Sep) 12:00 to 15:00, 17:00 to 23:00 Tuesday to Thursday(Oct to April) 12:00 to 14:00, 17:00 to 23:00 Monday (Oct to April) 17:00 to 23:00 Friday to Sunday 12:00 to 24:00",1,1,0,1,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Golden Plate,"4-6 Derby Way, Marple, Stockport,",CTS,/,/,/,/,SK6 7AH,/,/,/,08.00 - 16.00,16.00 - 08.00,Monday - Saturday,/,/,/,1,1,0,0,/,0,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Stockport,/,Devonshire Arms,"307 Longhurst Lane, Mellor, Stockport,",CTS,/,/,/,/,SK6 5PP,/,/,/,/,/,/,/,/,"Monday to Friday 12:00 to 15:00, 18:00 to 23:00 Saturday and Sunday 12:00 to 23:00",1,1,0,0,/,1,/,/,/,/,/, / ,/,15/03/2014,http://www.stockport.gov.uk/services/communitypeopleliving/yourcommunity/communitytoiletsmap,
Tameside,/,Ashton Library,"Old Street, Ashton-under-Lyne",/,/,/,/,/,OL6 7SG,/,/,/,/,/,/,/,/,Tuesday & Thursday: 09.00 - 20.00 / Wednesday & Friday: 09.00 - 17.00 / Saturday: 10.00 - 15.00,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,14/04/2014,FOI,
Tameside,/,Hattersley Library,"The Hub, Stockport Road, Hattersley",/,/,/,/,/,SK14 6NT,/,/,/,/,/,/,/,/,Monday & Tuesday: 09.00 - 17.00 / Thursday & Saturday: 09.00 - 13.00 ,0,0,0,1,No,1,/,/,/,/,/, / ,/,14/04/2014,FOI,
Tameside,/,Hyde Library,"Union Street, Hyde",/,/,/,/,/,SK14 1NF,/,/,/,/,/,/,/,/,Monday & Friday: 09.00 - 20.00 / Tuesday & Wednesday: 09.00 - 17.00 / Saturday: 10.00 - 15.00,1,1,0,1,No,1,/,/,/,/,/, / ,/,14/04/2014,FOI,
Tameside,/,Mossley Library,"George Lawton Hall, Stamford Street, Mossley",/,/,/,/,/,OL5 0HR,/,/,/,/,/,/,/,/,Monday & Tuesday: 09.00 - 17.00 / Wednesday: 09.00 - 19.30 / Saturday: 09.00 - 13.00 ,1,1,0,1,No,0,/,/,/,/,/, / ,/,14/04/2014,FOI,
Tameside,/,Staylbridge,"Trinity Street, Stalybridge",/,/,/,/,/,SK15 2BN,/,/,/,/,/,/,/,/,Monday & Wednesday: 09.00 - 20.00 / Tuesday: 09.00 - 17.00 / Saturday: 10.00 - 15.00,0,0,0,1,Yes,1,/,/,/,/,/, / ,/,14/04/2014,FOI,
Tameside,/,Stamford Park,/,/,/,/,/,/,Sk14 1NJ,/,/,/,/,/,/,Thursday - Sunday: 09.00 - 16.00 ,Closed,/,1,1,0,1,Yes,1,Unisex,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Park Bridge,/,/,/,/,/,/,OL6 8AQ,/,/,/,/,/,/,Thursday - Sunday: 11.00 - 15.00,Closed,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Hyde Park,/,/,/,/,/,/,SK14 4JT,/,/,/,/,/,/,Monday - Friday: 09.00 - 16.00,Closed,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Werneth Low Country Park,/,/,/,/,/,/,SK14 5LR,/,/,/,/,/,/,/,/,"Tuesday, Saturday and Sunday: 13.00 - 16.00",1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Ashton Market Hall,/,/,/,/,/,/,OL6 6BE,/,Ground floor on main market side,/,09.00 - 17.30,17.30 - 09.00,Monday - Saturday,/,/,/,1,1,0,0,/,1,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Ashton Town Hall,/,/,/,/,/,/,OL6 6DL,/,On ground level,/,10.00 - 16.00,16.00 - 10.00,Monday - Friday,/,/,Saturday: 10.00 - 13.00,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Concord Suite,/,/,/,/,/,/,M34 6SF,/,"On ground level, near caretaker's office",/,09.00 - 17.00,17.00 - 09.00,Monday - Friday,/,/,Accessible later if an event is in the building,0,0,0,1,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Denton Cemetery,/,/,/,/,/,/,M34 6ER,/,Central to the cemetery,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,0,0,1,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Denton Festival Hall & Library,/,/,/,/,/,/,M34 3JX,/,Ground floor within Denton Festival Hall,/,09.00 - 16.00,16.00 - 09.00,Monday - Friday,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Droylsden Cemetery,/,/,/,/,/,/,M43 6QA,/,To right hand side of the cemetery,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,0,0,1,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Dunkfield Cemetery & Crematorium,/,/,/,/,/,/,SK16 4EP,/,Opposite cemetery offices,/,07.00 - 19.00,19.00 - 07.00,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Dunkfield Town Hall,/,/,/,/,/,/,SK16 4LA,/,5 on the ground floor and 2 on the first floor,/,09.30 - 16.30,16.30 - 09.30,Monday - Friday,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Floral Hall,/,/,/,/,/,/,M43 6QU,/,Within the bowling pavilion area,/,10.00 - 13.00,13.00 - 10.00,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,George Lawton Hall,/,/,/,/,/,/,OL5 0HR,/,Ground floor corridor,/,/,/,/,/,/,Monday & Friday: 09.00 - 17.00 / Tuesday & Wednesday : 09.00 - 20.30 /Saturday: 09.00 - 13.00,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Hyde Town Hall,/,/,/,/,/,/,SK14 1AL,/,2 x Ground floor from corporation street and 2 x Ground floor from market street,/,09.00 - 16.00,16.00 - 09.00,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Park Bridge Visitors Centre,/,/,/,/,/,/,OL6 8AQ,/,Ground level within the stables area,/,09.00 - 16.00,16.00 - 09.00,/,/,/,Friday: 09.00 - 15.00,0,0,1,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Portland Bason Museum,/,/,/,/,/,/,OL7 0QA,/,Gents and Ladies on ground level & disabled toilet is in the basement area (lift accessible),/,/,/,/,Tuesday -Sunday: 10.00 - 17.00 (July-September),Tuesday-Sunday: 10.00 - 16.00 (October-June),Closed Monday except Bank Holidays,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Ryecroft Hall,/,/,/,/,/,/,M34 2ZJ,/,"3 on ground floor, 2 on first floor and 2 on second floor",/,/,/,/,/,/,Monday to Thursday: 09.00 - 21.30 / Friday: 09.00 - 16.00,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Salybridge Civic Hall,/,/,/,/,/,/,SK15 2BN,/,all ground level (to the left of the main entrance),/,09.30 - 16.30,16.30 - 09.30,Monday - Friday,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Stamord Park,/,/,/,/,/,/,SK15 1QR,/,all ground level,/,/,/,/,/,/,Seasonal and when building is open,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,Tameside Admin Centre,/,/,/,/,/,/,OL6 6DL,/,In customer services area of the foyer in the main Tameside Council Offices,/,/,/,/,/,/,Monday-Wednesday: 08.30 - 17.00 /Thursday: 08.30am - 16.30 / Friday: 08.30am - 16.00,0,0,1,1,/,1,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Tameside,/,The Grafton Centre (pensioners house),/,/,/,/,/,/,SK14 2AX,/,On ground level,/,10.00 - 16.00,16.00 - 10.00,Monday - Friday,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,14/04/2014,FOI,
Chorley,/,/,Public Conveniences Babylon Lane Adlington,/,/,/,/,/,PR6 9NR,/,,/,07.30 - 19.00,19.00 - 07.30,Monday - Saturday,/,/,Sunday: 14.00 - 18.30,1,1,0,/,/,0,/,/,/,/,/, No charge ,/,20/03/2014,FOI - https://www.whatdotheyknow.com/request/freedom_of_information_act_2000_31#incoming-495824,
Chorley,/,/,The Coach House Astley Park Park Road Chorley Lancashire,/,/,/,/,/,PR7 1NP,/,,/,07.45 - 19.00,19.00 - 07.45,Monday - Saturday,/,/,Sunday: 14.00 - 18.30,1,1,0,/,/,1,/,/,/,/,/, No charge ,/,20/03/2014,FOI - https://www.whatdotheyknow.com/request/freedom_of_information_act_2000_31#incoming-495824,
Chorley,/,/,Public Conveniences Chorley Cemetery Southport Road Chorley Lancashire,/,/,/,/,/,PR7 1LF,/,,1,/,/,/,/,/,/,1,1,0,/,/,0,/,/,/,/,/, No charge ,/,20/03/2014,FOI - https://www.whatdotheyknow.com/request/freedom_of_information_act_2000_31#incoming-495824,
Chorley,/,/,Public Conveniences Coronation Recreation Ground Devonshire Road Chorley,/,/,/,/,/,PR7 2TH,/,,/,/,/,/,/,/,Open when grounds maintenance staff in attendance,1,1,0,/,/,0,/,/,/,/,/, No charge ,/,20/03/2014,FOI - https://www.whatdotheyknow.com/request/freedom_of_information_act_2000_31#incoming-495824,
Chorley,/,/,Public Conveniences Pall Mall Chorley Lancashire,/,/,/,/,/,PR7 3LT,/,,/,07.45 - 19.00,19.00 - 07.45,Monday - Saturday,/,/,Sunday: 14.00 - 18.30,1,1,0,/,/,0,/,/,/,/,/, No charge ,/,20/03/2014,FOI - https://www.whatdotheyknow.com/request/freedom_of_information_act_2000_31#incoming-495824,
Chorley,/,/,Public Convenience Covered Market Market Place Chorley Lancashire,/,/,/,/,/,PR7 1BH,/,,/,07.30 - 19.00,19.00 - 07.30,Monday - Saturday,/,/,Sunday: 14.00 - 18.30,1,1,0,/,/,0,/,/,/,/,/, No charge ,/,20/03/2014,FOI - https://www.whatdotheyknow.com/request/freedom_of_information_act_2000_31#incoming-495824,
Chorley,/,/,adj Chorley & South Ribble Shopmobility Flat Iron Car Park Union Street Chorley Lancashire,/,/,/,/,/,PR7 1AY,/,,1,/,/,/,/,/,/,0,0,0,1,/,0,/,/,/,/,/, There is a charge for this service ,/,20/03/2014,FOI - https://www.whatdotheyknow.com/request/freedom_of_information_act_2000_31#incoming-495824,
